Ages,Gender,Height,Weight,Activity Level,Dietary Preference,Daily Calorie Target,Protein,Sugar,Sodium,Calories,Carbohydrates,Fiber,Fat
39,Female,153.0,80.0,Lightly Active,Vegan,2605.0,90.0,111.5,18.0,1594.0,223.0,26.76,38.0
34,Male,170.0,92.0,Lightly Active,Vegetarian,2418.0,71.0,128.5,14.2,1663.0,257.0,30.84,39.0
55,Female,197.0,87.0,Lightly Active,Vegan,1619.0,118.0,199.0,23.6,2955.0,398.0,47.76,99.0
36,Female,153.0,57.0,Moderately Active,Pescatarian,2289.0,155.0,91.0,31.0,1852.0,182.0,21.84,56.0
21,Female,185.0,69.0,Lightly Active,Vegan,2498.0,142.0,121.0,28.4,1986.0,242.0,29.04,50.0
71,Male,158.0,66.0,Lightly Active,Vegetarian,2979.0,50.0,167.5,10.0,1828.0,335.0,40.2,32.0
33,Male,188.0,92.0,Lightly Active,Pescatarian,2913.0,128.0,157.0,25.6,2506.0,314.0,37.68,82.0
71,Female,154.0,69.0,Moderately Active,Pescatarian,2139.0,154.0,191.0,30.8,2423.0,382.0,45.84,31.0
37,Male,170.0,50.0,Lightly Active,Vegan,2240.0,175.0,123.0,35.0,2197.0,246.0,29.52,57.0
31,Female,199.0,53.0,Lightly Active,Vegetarian,2437.0,71.0,158.5,14.2,2065.0,317.0,38.04,57.0
62,Female,189.0,77.0,Very Active,Pescatarian,2902.0,84.0,75.5,16.8,1804.0,151.0,18.12,96.0
59,Male,179.0,59.0,Sedentary,Pescatarian,2147.0,61.0,191.5,12.2,2325.0,383.0,45.96,61.0
21,Male,188.0,77.0,Very Active,Omnivore,1523.0,133.0,159.0,26.6,2308.0,318.0,38.16,56.0
55,Male,196.0,51.0,Moderately Active,Vegan,1949.0,76.0,100.5,15.2,1468.0,201.0,24.12,40.0
25,Male,150.0,53.0,Very Active,Vegan,2282.0,71.0,154.0,14.2,2092.0,308.0,36.96,64.0
61,Female,169.0,67.0,Sedentary,Pescatarian,1872.0,172.0,198.5,34.4,2798.0,397.0,47.64,58.0
57,Male,170.0,97.0,Sedentary,Vegan,1637.0,93.0,99.5,18.6,1915.0,199.0,23.88,83.0
75,Male,197.0,112.0,Moderately Active,Omnivore,2738.0,101.0,79.5,20.2,1337.0,159.0,19.08,33.0
43,Male,176.0,91.0,Sedentary,Vegan,2885.0,69.0,76.0,13.8,1307.0,152.0,18.24,47.0
50,Female,193.0,115.0,Sedentary,Pescatarian,2813.0,136.0,85.5,27.2,1507.0,171.0,20.52,31.0
23,Male,187.0,68.0,Moderately Active,Pescatarian,2880.0,179.0,85.0,35.8,2260.0,170.0,20.4,96.0
73,Male,189.0,72.0,Sedentary,Vegan,2905.0,107.0,150.5,21.4,2163.0,301.0,36.12,59.0
31,Male,168.0,96.0,Moderately Active,Vegan,1943.0,99.0,95.5,19.8,1889.0,191.0,22.92,81.0
73,Male,177.0,100.0,Lightly Active,Vegetarian,1539.0,132.0,80.0,26.4,1708.0,160.0,19.2,60.0
63,Male,182.0,84.0,Very Active,Vegetarian,1736.0,174.0,120.0,34.8,2187.0,240.0,28.8,59.0
65,Male,175.0,91.0,Sedentary,Vegan,2776.0,148.0,176.0,29.6,2495.0,352.0,42.24,55.0
23,Female,183.0,101.0,Very Active,Omnivore,1703.0,109.0,151.0,21.8,2328.0,302.0,36.24,76.0
70,Female,169.0,79.0,Sedentary,Omnivore,2455.0,147.0,87.0,29.4,1554.0,174.0,20.88,30.0
41,Female,159.0,108.0,Lightly Active,Vegetarian,2428.0,119.0,107.5,23.8,1894.0,215.0,25.8,62.0
27,Female,172.0,52.0,Very Active,Vegan,2240.0,168.0,112.0,33.6,2234.0,224.0,26.88,74.0
55,Male,160.0,85.0,Extremely Active,Omnivore,2502.0,187.0,125.0,37.4,2495.0,250.0,30.0,83.0
31,Female,184.0,92.0,Very Active,Vegan,3525.0,264.0,176.0,52.8,3517.0,352.0,42.24,117.0
69,Female,151.0,60.0,Sedentary,Vegan,1245.0,93.0,62.0,18.6,1237.0,124.0,14.88,41.0
39,Male,176.0,53.0,Extremely Active,Omnivore,2236.0,167.0,111.5,33.4,2226.0,223.0,26.76,74.0
26,Female,151.0,97.0,Moderately Active,Omnivore,2015.0,151.0,100.5,30.2,2011.0,201.0,24.12,67.0
23,Female,161.0,61.0,Extremely Active,Vegan,3046.0,228.0,152.0,45.6,3037.0,304.0,36.48,101.0
42,Female,169.0,93.0,Lightly Active,Omnivore,2220.0,166.0,111.0,33.2,2218.0,222.0,26.64,74.0
61,Male,170.0,64.0,Extremely Active,Omnivore,3164.0,237.0,158.0,47.4,3157.0,316.0,37.92,105.0
28,Female,188.0,65.0,Sedentary,Vegetarian,1828.0,137.0,91.0,27.4,1816.0,182.0,21.84,60.0
65,Female,177.0,83.0,Moderately Active,Vegan,2247.0,168.0,112.0,33.6,2234.0,224.0,26.88,74.0
49,Male,163.0,60.0,Lightly Active,Vegetarian,2395.0,179.0,119.5,35.8,2383.0,239.0,28.68,79.0
69,Female,193.0,96.0,Extremely Active,Vegan,3654.0,274.0,182.5,54.8,3645.0,365.0,43.8,121.0
60,Female,160.0,53.0,Very Active,Omnivore,1344.0,100.0,67.0,20.0,1332.0,134.0,16.08,44.0
30,Female,160.0,96.0,Extremely Active,Vegan,3133.0,234.0,156.5,46.8,3124.0,313.0,37.56,104.0
27,Male,183.0,83.0,Moderately Active,Vegetarian,2357.0,176.0,117.5,35.2,2346.0,235.0,28.2,78.0
70,Male,191.0,92.0,Moderately Active,Omnivore,2741.0,205.0,137.0,41.0,2735.0,274.0,32.88,91.0
56,Male,175.0,94.0,Sedentary,Omnivore,2110.0,158.0,105.5,31.6,2106.0,211.0,25.32,70.0
58,Female,159.0,85.0,Extremely Active,Omnivore,2646.0,198.0,132.0,39.6,2640.0,264.0,31.68,88.0
63,Male,180.0,64.0,Sedentary,Vegan,1246.0,93.0,62.0,18.6,1237.0,124.0,14.88,41.0
33,Female,198.0,92.0,Very Active,Vegan,3159.0,236.0,157.5,47.2,3149.0,315.0,37.8,105.0
59,Male,160.0,86.0,Lightly Active,Vegetarian,1658.0,124.0,82.5,24.8,1651.0,165.0,19.8,55.0
36,Female,157.0,95.0,Sedentary,Vegan,1408.0,105.0,70.0,21.0,1394.0,140.0,16.8,46.0
49,Female,150.0,56.0,Extremely Active,Omnivore,2573.0,192.0,128.5,38.4,2561.0,257.0,30.84,85.0
19,Female,193.0,85.0,Very Active,Vegan,3605.0,270.0,180.0,54.0,3600.0,360.0,43.2,120.0
45,Male,188.0,63.0,Moderately Active,Vegan,2456.0,184.0,122.5,36.8,2445.0,245.0,29.4,81.0
49,Female,152.0,61.0,Lightly Active,Vegan,2086.0,156.0,104.0,31.2,2077.0,208.0,24.96,69.0
45,Female,152.0,75.0,Very Active,Vegan,2766.0,207.0,138.0,41.4,2760.0,276.0,33.12,92.0
38,Female,186.0,90.0,Extremely Active,Vegan,2751.0,206.0,137.5,41.2,2743.0,275.0,33.0,91.0
49,Female,197.0,65.0,Sedentary,Omnivore,2270.0,170.0,113.5,34.0,2263.0,227.0,27.24,75.0
57,Male,153.0,81.0,Very Active,Omnivore,3063.0,229.0,153.0,45.8,3058.0,306.0,36.72,102.0
28,Male,199.0,97.0,Moderately Active,Omnivore,2722.0,204.0,136.0,40.8,2714.0,272.0,32.64,90.0
42,Female,181.0,97.0,Very Active,Vegetarian,3484.0,261.0,174.0,52.2,3480.0,348.0,41.76,116.0
19,Female,190.0,67.0,Moderately Active,Omnivore,2482.0,186.0,124.0,37.2,2474.0,248.0,29.76,82.0
56,Male,154.0,74.0,Very Active,Vegan,1962.0,147.0,98.0,29.4,1957.0,196.0,23.52,65.0
39,Female,174.0,89.0,Extremely Active,Vegan,3580.0,268.0,179.0,53.6,3575.0,358.0,42.96,119.0
19,Female,189.0,57.0,Moderately Active,Vegan,2317.0,173.0,115.5,34.6,2309.0,231.0,27.72,77.0
49,Female,168.0,82.0,Sedentary,Vegan,2256.0,169.0,112.5,33.8,2251.0,225.0,27.0,75.0
28,Female,170.0,58.0,Lightly Active,Omnivore,1344.0,100.0,67.0,20.0,1332.0,134.0,16.08,44.0
25,Female,198.0,76.0,Moderately Active,Vegetarian,2152.0,161.0,107.5,32.2,2143.0,215.0,25.8,71.0
49,Female,192.0,60.0,Very Active,Vegan,2904.0,217.0,145.0,43.4,2892.0,290.0,34.8,96.0
31,Female,191.0,90.0,Very Active,Vegetarian,2566.0,192.0,128.0,38.4,2557.0,256.0,30.72,85.0
43,Male,150.0,81.0,Very Active,Vegetarian,2652.0,198.0,132.5,39.6,2644.0,265.0,31.8,88.0
51,Male,186.0,63.0,Lightly Active,Omnivore,2120.0,159.0,106.0,31.8,2114.0,212.0,25.44,70.0
34,Female,188.0,68.0,Extremely Active,Vegan,2395.0,179.0,119.5,35.8,2383.0,239.0,28.68,79.0
30,Male,150.0,86.0,Very Active,Vegan,3350.0,251.0,167.5,50.2,3343.0,335.0,40.2,111.0
39,Female,169.0,91.0,Extremely Active,Omnivore,3059.0,229.0,152.5,45.8,3045.0,305.0,36.6,101.0
62,Female,162.0,72.0,Very Active,Vegan,2176.0,163.0,108.5,32.6,2168.0,217.0,26.04,72.0
61,Female,171.0,81.0,Sedentary,Vegetarian,1695.0,127.0,84.5,25.4,1688.0,169.0,20.28,56.0
19,Female,170.0,71.0,Very Active,Vegetarian,3115.0,233.0,155.5,46.6,3103.0,311.0,37.32,103.0
34,Female,168.0,97.0,Sedentary,Omnivore,2526.0,189.0,126.0,37.8,2520.0,252.0,30.24,84.0
61,Female,178.0,82.0,Lightly Active,Vegan,1516.0,113.0,75.5,22.6,1506.0,151.0,18.12,50.0
19,Male,181.0,57.0,Sedentary,Omnivore,1433.0,107.0,71.5,21.4,1423.0,143.0,17.16,47.0
57,Female,186.0,67.0,Very Active,Vegan,2391.0,179.0,119.5,35.8,2383.0,239.0,28.68,79.0
43,Male,180.0,71.0,Extremely Active,Vegan,2587.0,194.0,129.0,38.8,2582.0,258.0,30.96,86.0
34,Male,195.0,98.0,Extremely Active,Omnivore,4364.0,327.0,218.0,65.4,4357.0,436.0,52.32,145.0
56,Female,170.0,88.0,Lightly Active,Omnivore,2064.0,154.0,103.0,30.8,2052.0,206.0,24.72,68.0
63,Male,156.0,70.0,Moderately Active,Vegetarian,1615.0,121.0,80.5,24.2,1605.0,161.0,19.32,53.0
36,Male,158.0,99.0,Sedentary,Vegetarian,2663.0,199.0,133.0,39.8,2652.0,266.0,31.92,88.0
53,Female,156.0,96.0,Lightly Active,Vegetarian,1574.0,118.0,78.5,23.6,1568.0,157.0,18.84,52.0
38,Male,192.0,85.0,Lightly Active,Omnivore,3064.0,229.0,153.0,45.8,3058.0,306.0,36.72,102.0
23,Female,184.0,74.0,Moderately Active,Vegan,2501.0,187.0,125.0,37.4,2495.0,250.0,30.0,83.0
49,Female,160.0,77.0,Lightly Active,Omnivore,1875.0,140.0,93.5,28.0,1866.0,187.0,22.44,62.0
68,Male,152.0,53.0,Sedentary,Omnivore,1874.0,140.0,93.5,28.0,1866.0,187.0,22.44,62.0
31,Female,172.0,78.0,Lightly Active,Vegan,2116.0,158.0,105.5,31.6,2106.0,211.0,25.32,70.0
58,Female,167.0,54.0,Sedentary,Omnivore,1359.0,101.0,67.5,20.2,1349.0,135.0,16.2,45.0
24,Male,184.0,96.0,Moderately Active,Vegetarian,3592.0,269.0,179.5,53.8,3583.0,359.0,43.08,119.0
24,Female,170.0,85.0,Extremely Active,Vegan,3599.0,269.0,179.5,53.8,3583.0,359.0,43.08,119.0
23,Female,199.0,92.0,Moderately Active,Omnivore,2926.0,219.0,146.0,43.8,2917.0,292.0,35.04,97.0
49,Female,158.0,50.0,Extremely Active,Vegetarian,1554.0,116.0,77.5,23.2,1543.0,155.0,18.6,51.0
47,Female,183.0,62.0,Very Active,Vegan,2359.0,176.0,117.5,35.2,2346.0,235.0,28.2,78.0
29,Male,188.0,93.0,Moderately Active,Vegan,2545.0,190.0,127.0,38.0,2532.0,254.0,30.48,84.0
50,Female,200.0,61.0,Very Active,Omnivore,1999.0,149.0,99.5,29.8,1986.0,199.0,23.88,66.0
59,Male,168.0,87.0,Moderately Active,Vegan,2526.0,189.0,126.0,37.8,2520.0,252.0,30.24,84.0
56,Male,163.0,53.0,Sedentary,Vegan,1528.0,114.0,76.0,22.8,1514.0,152.0,18.24,50.0
56,Male,196.0,61.0,Lightly Active,Vegan,2145.0,160.0,107.0,32.0,2135.0,214.0,25.68,71.0
70,Male,197.0,66.0,Extremely Active,Vegetarian,3437.0,257.0,171.5,51.4,3426.0,343.0,41.16,114.0
21,Male,187.0,72.0,Lightly Active,Vegan,2959.0,221.0,147.5,44.2,2946.0,295.0,35.4,98.0
23,Male,168.0,56.0,Extremely Active,Omnivore,2850.0,213.0,142.5,42.6,2847.0,285.0,34.2,95.0
35,Female,159.0,61.0,Moderately Active,Vegan,2465.0,184.0,123.0,36.8,2458.0,246.0,29.52,82.0
65,Female,150.0,77.0,Sedentary,Omnivore,1965.0,147.0,98.0,29.4,1957.0,196.0,23.52,65.0
70,Male,169.0,52.0,Moderately Active,Vegetarian,1408.0,105.0,70.0,21.0,1394.0,140.0,16.8,46.0
33,Female,184.0,64.0,Sedentary,Omnivore,1256.0,94.0,62.5,18.8,1245.0,125.0,15.0,41.0
39,Female,198.0,52.0,Lightly Active,Vegetarian,1427.0,107.0,71.0,21.4,1419.0,142.0,17.04,47.0
47,Female,173.0,85.0,Sedentary,Vegan,2342.0,175.0,117.0,35.0,2338.0,234.0,28.08,78.0
49,Male,175.0,80.0,Very Active,Vegetarian,2852.0,213.0,142.5,42.6,2847.0,285.0,34.2,95.0
60,Male,200.0,73.0,Very Active,Vegetarian,3406.0,255.0,170.0,51.0,3397.0,340.0,40.8,113.0
52,Male,195.0,85.0,Lightly Active,Vegetarian,2993.0,224.0,149.5,44.8,2983.0,299.0,35.88,99.0
36,Female,172.0,83.0,Moderately Active,Omnivore,2424.0,181.0,121.0,36.2,2412.0,242.0,29.04,80.0
67,Male,200.0,51.0,Extremely Active,Omnivore,2717.0,203.0,135.5,40.6,2706.0,271.0,32.52,90.0
59,Female,186.0,83.0,Sedentary,Vegetarian,1343.0,100.0,67.0,20.0,1332.0,134.0,16.08,44.0
26,Female,184.0,81.0,Moderately Active,Omnivore,2086.0,156.0,104.0,31.2,2077.0,208.0,24.96,69.0
46,Male,153.0,52.0,Extremely Active,Vegan,1877.0,140.0,93.5,28.0,1866.0,187.0,22.44,62.0
54,Female,183.0,98.0,Sedentary,Vegan,2031.0,152.0,101.5,30.4,2023.0,203.0,24.36,67.0
22,Female,165.0,79.0,Extremely Active,Omnivore,2445.0,183.0,122.0,36.6,2437.0,244.0,29.28,81.0
26,Male,174.0,54.0,Lightly Active,Vegetarian,1565.0,117.0,78.0,23.4,1560.0,156.0,18.72,52.0
48,Female,193.0,57.0,Lightly Active,Vegetarian,1890.0,141.0,94.5,28.2,1887.0,189.0,22.68,63.0
56,Female,196.0,80.0,Sedentary,Vegetarian,2400.0,180.0,120.0,36.0,2400.0,240.0,28.8,80.0
26,Female,185.0,64.0,Sedentary,Vegetarian,1806.0,135.0,90.0,27.0,1800.0,180.0,21.6,60.0
50,Female,173.0,59.0,Extremely Active,Vegetarian,2894.0,217.0,144.5,43.4,2888.0,289.0,34.68,96.0
33,Female,184.0,50.0,Sedentary,Vegetarian,2088.0,156.0,104.0,31.2,2077.0,208.0,24.96,69.0
26,Female,188.0,63.0,Sedentary,Vegetarian,1316.0,98.0,65.5,19.6,1303.0,131.0,15.72,43.0
69,Female,179.0,86.0,Lightly Active,Vegan,1525.0,114.0,76.0,22.8,1514.0,152.0,18.24,50.0
23,Female,195.0,60.0,Very Active,Vegan,3161.0,237.0,158.0,47.4,3157.0,316.0,37.92,105.0
70,Male,170.0,80.0,Sedentary,Vegan,2321.0,174.0,116.0,34.8,2317.0,232.0,27.84,77.0
60,Male,161.0,69.0,Very Active,Omnivore,1917.0,143.0,95.5,28.6,1903.0,191.0,22.92,63.0
43,Female,197.0,85.0,Very Active,Omnivore,2441.0,183.0,122.0,36.6,2437.0,244.0,29.28,81.0
25,Female,189.0,97.0,Lightly Active,Vegan,2564.0,192.0,128.0,38.4,2557.0,256.0,30.72,85.0
60,Male,174.0,77.0,Very Active,Vegan,3195.0,239.0,159.5,47.8,3186.0,319.0,38.28,106.0
56,Male,156.0,86.0,Sedentary,Vegan,2372.0,177.0,118.5,35.4,2367.0,237.0,28.44,79.0
21,Male,157.0,54.0,Moderately Active,Omnivore,2702.0,202.0,135.0,40.4,2698.0,270.0,32.4,90.0
67,Male,163.0,68.0,Sedentary,Vegetarian,1642.0,123.0,82.0,24.6,1634.0,164.0,19.68,54.0
48,Female,164.0,97.0,Sedentary,Vegan,1912.0,143.0,95.5,28.6,1903.0,191.0,22.92,63.0
37,Female,182.0,63.0,Sedentary,Omnivore,1705.0,127.0,85.0,25.4,1692.0,170.0,20.4,56.0
48,Female,157.0,93.0,Sedentary,Omnivore,2312.0,173.0,115.5,34.6,2309.0,231.0,27.72,77.0
28,Female,187.0,61.0,Sedentary,Vegetarian,1773.0,132.0,88.5,26.4,1767.0,177.0,21.24,59.0
26,Male,157.0,83.0,Lightly Active,Omnivore,2318.0,173.0,115.5,34.6,2309.0,231.0,27.72,77.0
56,Male,153.0,85.0,Extremely Active,Vegan,2909.0,218.0,145.0,43.6,2896.0,290.0,34.8,96.0
63,Female,189.0,96.0,Moderately Active,Vegan,3081.0,231.0,154.0,46.2,3074.0,308.0,36.96,102.0
59,Male,152.0,79.0,Sedentary,Omnivore,2240.0,168.0,112.0,33.6,2234.0,224.0,26.88,74.0
64,Male,175.0,87.0,Sedentary,Vegetarian,1478.0,110.0,73.5,22.0,1469.0,147.0,17.64,49.0
30,Female,163.0,97.0,Sedentary,Vegetarian,1513.0,113.0,75.5,22.6,1506.0,151.0,18.12,50.0
32,Female,152.0,57.0,Very Active,Vegan,2068.0,155.0,103.0,31.0,2056.0,206.0,24.72,68.0
33,Female,169.0,67.0,Extremely Active,Vegan,2160.0,162.0,108.0,32.4,2160.0,216.0,25.92,72.0
67,Female,182.0,72.0,Very Active,Vegetarian,2348.0,176.0,117.0,35.2,2342.0,234.0,28.08,78.0
65,Male,187.0,77.0,Very Active,Vegan,2292.0,171.0,114.5,34.2,2284.0,229.0,27.48,76.0
29,Male,159.0,76.0,Sedentary,Omnivore,2436.0,182.0,121.5,36.4,2429.0,243.0,29.16,81.0
49,Male,159.0,67.0,Sedentary,Omnivore,1208.0,90.0,60.0,18.0,1200.0,120.0,14.4,40.0
28,Female,169.0,51.0,Very Active,Vegetarian,2182.0,163.0,109.0,32.6,2172.0,218.0,26.16,72.0
42,Male,156.0,93.0,Lightly Active,Omnivore,2337.0,175.0,116.5,35.0,2325.0,233.0,27.96,77.0
24,Male,189.0,80.0,Lightly Active,Omnivore,2566.0,192.0,128.0,38.4,2557.0,256.0,30.72,85.0
53,Male,174.0,64.0,Lightly Active,Vegetarian,2017.0,151.0,100.5,30.2,2011.0,201.0,24.12,67.0
57,Male,196.0,75.0,Sedentary,Vegetarian,1534.0,115.0,76.5,23.0,1531.0,153.0,18.36,51.0
31,Male,194.0,81.0,Extremely Active,Omnivore,4057.0,304.0,202.5,60.8,4051.0,405.0,48.6,135.0
37,Male,170.0,74.0,Moderately Active,Omnivore,3014.0,226.0,150.5,45.2,3008.0,301.0,36.12,100.0
28,Female,192.0,76.0,Very Active,Vegetarian,3361.0,252.0,168.0,50.4,3360.0,336.0,40.32,112.0
53,Female,190.0,50.0,Very Active,Vegan,2176.0,163.0,108.5,32.6,2168.0,217.0,26.04,72.0
41,Female,161.0,90.0,Sedentary,Vegan,1348.0,101.0,67.0,20.2,1336.0,134.0,16.08,44.0
30,Male,184.0,94.0,Lightly Active,Vegetarian,3174.0,238.0,158.5,47.6,3165.0,317.0,38.04,105.0
62,Female,181.0,55.0,Lightly Active,Vegetarian,1200.0,90.0,60.0,18.0,1200.0,120.0,14.4,40.0
27,Male,163.0,97.0,Moderately Active,Omnivore,3381.0,253.0,169.0,50.6,3372.0,338.0,40.56,112.0
33,Female,168.0,99.0,Very Active,Omnivore,3456.0,259.0,172.5,51.8,3451.0,345.0,41.4,115.0
55,Female,171.0,66.0,Extremely Active,Vegetarian,1956.0,146.0,97.5,29.2,1949.0,195.0,23.4,65.0
39,Male,185.0,86.0,Sedentary,Vegan,1691.0,126.0,84.5,25.2,1684.0,169.0,20.28,56.0
28,Male,163.0,69.0,Sedentary,Omnivore,1388.0,104.0,69.0,20.8,1382.0,138.0,16.56,46.0
60,Male,151.0,70.0,Sedentary,Vegan,1618.0,121.0,80.5,24.2,1605.0,161.0,19.32,53.0
37,Male,181.0,65.0,Sedentary,Vegan,1921.0,144.0,96.0,28.8,1920.0,192.0,23.04,64.0
65,Male,197.0,75.0,Sedentary,Omnivore,1993.0,149.0,99.5,29.8,1986.0,199.0,23.88,66.0
68,Male,174.0,74.0,Extremely Active,Vegan,2835.0,212.0,141.5,42.4,2826.0,283.0,33.96,94.0
55,Male,172.0,53.0,Sedentary,Vegan,1602.0,120.0,80.0,24.0,1597.0,160.0,19.2,53.0
51,Male,159.0,51.0,Very Active,Vegan,2662.0,199.0,133.0,39.8,2652.0,266.0,31.92,88.0
27,Male,171.0,89.0,Sedentary,Vegan,1694.0,127.0,84.5,25.4,1688.0,169.0,20.28,56.0
40,Male,174.0,100.0,Moderately Active,Omnivore,2433.0,182.0,121.5,36.4,2429.0,243.0,29.16,81.0
37,Male,184.0,99.0,Lightly Active,Omnivore,2195.0,164.0,109.5,32.8,2189.0,219.0,26.28,73.0
42,Male,180.0,97.0,Moderately Active,Vegetarian,2929.0,219.0,146.0,43.8,2917.0,292.0,35.04,97.0
40,Female,193.0,74.0,Extremely Active,Omnivore,3511.0,263.0,175.5,52.6,3509.0,351.0,42.12,117.0
53,Male,180.0,90.0,Moderately Active,Vegetarian,3235.0,242.0,161.5,48.4,3223.0,323.0,38.76,107.0
38,Female,189.0,75.0,Lightly Active,Vegetarian,1672.0,125.0,83.5,25.0,1663.0,167.0,20.04,55.0
22,Male,185.0,79.0,Extremely Active,Omnivore,3498.0,262.0,174.5,52.4,3488.0,349.0,41.88,116.0
57,Female,175.0,62.0,Sedentary,Vegan,1200.0,90.0,60.0,18.0,1200.0,120.0,14.4,40.0
43,Male,174.0,61.0,Moderately Active,Vegan,2305.0,172.0,115.0,34.4,2292.0,230.0,27.6,76.0
64,Female,196.0,70.0,Extremely Active,Vegan,3243.0,243.0,162.0,48.6,3240.0,324.0,38.88,108.0
46,Female,187.0,92.0,Moderately Active,Vegetarian,3131.0,234.0,156.5,46.8,3124.0,313.0,37.56,104.0
40,Female,193.0,88.0,Lightly Active,Vegetarian,1872.0,140.0,93.5,28.0,1866.0,187.0,22.44,62.0
51,Female,175.0,92.0,Moderately Active,Vegetarian,2976.0,223.0,148.5,44.6,2971.0,297.0,35.64,99.0
62,Female,162.0,92.0,Lightly Active,Vegan,2509.0,188.0,125.0,37.6,2499.0,250.0,30.0,83.0
45,Female,183.0,91.0,Moderately Active,Vegan,2085.0,156.0,104.0,31.2,2077.0,208.0,24.96,69.0
45,Female,173.0,75.0,Extremely Active,Vegetarian,3245.0,243.0,162.0,48.6,3240.0,324.0,38.88,108.0
64,Female,169.0,95.0,Moderately Active,Vegetarian,1864.0,139.0,93.0,27.8,1858.0,186.0,22.32,62.0
34,Male,181.0,86.0,Moderately Active,Omnivore,3330.0,249.0,166.5,49.8,3327.0,333.0,39.96,111.0
25,Female,182.0,52.0,Moderately Active,Vegetarian,2125.0,159.0,106.0,31.8,2114.0,212.0,25.44,70.0
24,Male,168.0,53.0,Very Active,Omnivore,2027.0,152.0,101.0,30.4,2019.0,202.0,24.24,67.0
59,Female,185.0,91.0,Moderately Active,Vegan,2495.0,187.0,124.5,37.4,2491.0,249.0,29.88,83.0
55,Male,183.0,84.0,Moderately Active,Vegan,2156.0,161.0,107.5,32.2,2143.0,215.0,25.8,71.0
66,Male,158.0,79.0,Sedentary,Vegetarian,2243.0,168.0,112.0,33.6,2234.0,224.0,26.88,74.0
52,Female,183.0,56.0,Lightly Active,Omnivore,1763.0,132.0,88.0,26.4,1754.0,176.0,21.12,58.0
40,Male,196.0,94.0,Moderately Active,Vegan,2553.0,191.0,127.5,38.2,2549.0,255.0,30.6,85.0
38,Female,161.0,82.0,Very Active,Omnivore,2544.0,190.0,127.0,38.0,2532.0,254.0,30.48,84.0
61,Female,155.0,89.0,Extremely Active,Omnivore,2646.0,198.0,132.0,39.6,2640.0,264.0,31.68,88.0
43,Female,200.0,87.0,Moderately Active,Omnivore,2703.0,202.0,135.0,40.4,2698.0,270.0,32.4,90.0
46,Male,173.0,98.0,Very Active,Vegetarian,2667.0,200.0,133.0,40.0,2656.0,266.0,31.92,88.0
56,Male,182.0,85.0,Sedentary,Vegetarian,2555.0,191.0,127.5,38.2,2549.0,255.0,30.6,85.0
41,Male,176.0,95.0,Very Active,Vegetarian,3691.0,276.0,184.5,55.2,3687.0,369.0,44.28,123.0
24,Female,178.0,69.0,Moderately Active,Vegetarian,2358.0,176.0,117.5,35.2,2346.0,235.0,28.2,78.0
70,Female,159.0,58.0,Sedentary,Vegetarian,1275.0,95.0,63.5,19.0,1266.0,127.0,15.24,42.0
53,Female,171.0,62.0,Extremely Active,Vegan,2399.0,179.0,119.5,35.8,2383.0,239.0,28.68,79.0
26,Female,183.0,58.0,Moderately Active,Vegan,1720.0,129.0,86.0,25.8,1717.0,172.0,20.64,57.0
56,Female,190.0,81.0,Sedentary,Vegan,2367.0,177.0,118.0,35.4,2354.0,236.0,28.32,78.0
36,Female,200.0,100.0,Lightly Active,Omnivore,2124.0,159.0,106.0,31.8,2114.0,212.0,25.44,70.0
56,Male,176.0,86.0,Lightly Active,Vegetarian,2316.0,173.0,115.5,34.6,2309.0,231.0,27.72,77.0
46,Female,169.0,85.0,Extremely Active,Omnivore,3378.0,253.0,168.5,50.6,3368.0,337.0,40.44,112.0
50,Male,156.0,69.0,Moderately Active,Omnivore,2201.0,165.0,110.0,33.0,2197.0,220.0,26.4,73.0
45,Male,195.0,80.0,Lightly Active,Vegan,2473.0,185.0,123.5,37.0,2466.0,247.0,29.64,82.0
64,Male,166.0,91.0,Moderately Active,Vegan,2030.0,152.0,101.5,30.4,2023.0,203.0,24.36,67.0
66,Female,182.0,85.0,Extremely Active,Vegetarian,3343.0,250.0,167.0,50.0,3335.0,334.0,40.08,111.0
28,Male,165.0,76.0,Very Active,Vegan,3357.0,251.0,167.5,50.2,3343.0,335.0,40.2,111.0
70,Male,170.0,89.0,Lightly Active,Vegetarian,2710.0,203.0,135.5,40.6,2706.0,271.0,32.52,90.0
29,Female,173.0,65.0,Sedentary,Omnivore,1710.0,128.0,85.5,25.6,1709.0,171.0,20.52,57.0
55,Male,192.0,58.0,Very Active,Vegan,2604.0,195.0,130.0,39.0,2594.0,260.0,31.2,86.0
67,Female,173.0,73.0,Extremely Active,Vegetarian,1998.0,149.0,99.5,29.8,1986.0,199.0,23.88,66.0
29,Female,186.0,80.0,Lightly Active,Vegan,2777.0,208.0,138.5,41.6,2768.0,277.0,33.24,92.0
27,Female,150.0,91.0,Extremely Active,Omnivore,2447.0,183.0,122.0,36.6,2437.0,244.0,29.28,81.0
58,Male,152.0,86.0,Lightly Active,Vegetarian,2596.0,194.0,129.5,38.8,2586.0,259.0,31.08,86.0
51,Male,155.0,98.0,Very Active,Omnivore,2930.0,219.0,146.5,43.8,2921.0,293.0,35.16,97.0
64,Male,168.0,76.0,Very Active,Vegan,2578.0,193.0,128.5,38.6,2565.0,257.0,30.84,85.0
